loop,section_order,section_type,section_header,education_text,audio_segment_id,audio_transcript,target_audio_length,estimated_audio_length,audio_word_count,default_state,integrated_visual_tool,linked_practice_exercise,safety_scope_note,sync_source
Audio Playback UX,5,App-only system,Manual next playback,"Each audio segment stops when it ends. To continue, tap the next button. This keeps you engaged and lets you skip or collapse sections you do not need right now.",APP-AUDIO-002,"Each audio segment stops when it ends. To continue, tap the next button. This keeps you engaged and lets you skip or collapse sections you do not need right now.",20-30 sec,<20 sec,30,Expanded,Next button in mini-player,Audio mini-player,,Current Education Text -> Audio Transcript
Audio Playback UX,6,App-only system,Transcripts stay available,WE DO NOT NEED AN AUDIO TRANSCRIPT IF WE ARE HAVING THE WRITTEN AUDIO MATCH THE TEXT OF THE SECTION,APP-AUDIO-003,WE DO NOT NEED AN AUDIO TRANSCRIPT IF WE ARE HAVING THE WRITTEN AUDIO MATCH THE TEXT OF THE SECTION,20-30 sec,<20 sec,20,Expanded,Transcript disclosure,Settings transcript preference,,Edited Education Text -> Audio Transcript
My Plan,7,App-only support,What My Plan is,"My Plan collects the exercises, tools, statements, and short practices that feel useful to you. It is not a scorecard and it is not a treatment plan. It is a local place to keep the pieces you want to return to.",APP-MP-001,"My Plan collects the exercises, tools, statements, and short practices that feel useful to you. It is not a scorecard and it is not a treatment plan. It is a local place to keep the pieces you want to return to.",30-45 sec,<20 sec,41,Expanded,My Plan dashboard,My Plan tab,,Current Education Text -> Audio Transcript
My Plan,8,App-only support,What belongs in My Plan,"Use My Plan for practice tools you want to repeat: a sound plan, a breathing exercise, a Yes AND statement, a thought-reframing exercise, or a communication script. Ordinary education cards do not need to be saved unless they become a practice tool for you.",APP-MP-002,"Use My Plan for practice tools you want to repeat: a sound plan, a breathing exercise, a Yes AND statement, a thought-reframing exercise, or a communication script. Ordinary education cards do not need to be saved unless they become a practice tool for you.",30-45 sec,<20 sec,44,Expanded,Add to My Plan checkbox,Exercise screens,,Current Education Text -> Audio Transcript
My Plan,9,App-only support,Three Lines Journal,"The Three Lines Journal keeps practice small, and can create a daily routine. ST stands for Sound Therapy, E stands for Emotional Regulation, and M stands for Mindfulness. A few words, a checkmark, or 'not today' can be enough.",APP-MP-003,"The Three Lines Journal keeps practice small, and can create a daily routine. ST stands for Sound Therapy, E stands for Emotional Regulation, and M stands for Mindfulness. A few words, a checkmark, or 'not today' can be enough.",30-45 sec,<20 sec,39,Expanded,Three Lines Journal,Open Three Lines Journal,,Edited Education Text -> Audio Transcript
My Plan,10,App-only support,"The point is reflection, not proof","Three Lines is not meant to become a black hole of journaling. If one line is blank, notice it without judgment. If the same line is blank for several days, that may show low-hanging fruit the next time we are looking for patterns in tinnitus.",APP-MP-004,"Three Lines is not meant to become a black hole of journaling. If one line is blank, notice it without judgment. If the same line is blank for several days, that may show low-hanging fruit the next time we are looking for patterns in tinnitus.",30-45 sec,<20 sec,45,Collapsed,Journal info drawer,Three Lines Journal,,Edited Education Text -> Audio Transcript
My Plan,11,App-only support,Past entries and exercise records,"When you save journal entries or exercise responses, they stay on this device so you can look back later. Reviewing old entries can help you notice patterns, repeated tools, and areas that may need more attention.",APP-MP-005,"When you save journal entries or exercise responses, they stay on this device so you can look back later. Reviewing old entries can help you notice patterns, repeated tools, and areas that may need more attention.",30-45 sec,<20 sec,36,Expanded,Past entries list,Saved entries,,Current Education Text -> Audio Transcript
Settings,12,App-only support,About this app,"This app is educational and informational. It can help you learn about tinnitus management and practice self-guided skills, but it is not medical advice, therapy, treatment, crisis care, or a replacement for professional support.",APP-SET-001,"This app is educational and informational. It can help you learn about tinnitus management and practice self-guided skills, but it is not medical advice, therapy, treatment, crisis care, or a replacement for professional support.",30-45 sec,<20 sec,34,Expanded,Settings card,Settings,,Current Education Text -> Audio Transcript
Settings,13,App-only support,Local-only privacy,"Your preferences, exercise entries, journal entries, My Plan items, sound favorites, and settings are meant to stay on this device. The app does not require an account and does not automatically send your information anywhere.",APP-SET-002,"Your preferences, exercise entries, journal entries, My Plan items, sound favorites, and settings are meant to stay on this device. The app does not require an account and does not automatically send your information anywhere.",30-45 sec,<20 sec,35,Expanded,Privacy card,Settings,,Current Education Text -> Audio Transcript
Settings,14,App-only support,Transcript and audio preferences,"AGAIN, WE NEED TO RECONSIDER THIS NOW THAT WE ARE MATCHING AUDIO AND TEXT",APP-SET-003,"AGAIN, WE NEED TO RECONSIDER THIS NOW THAT WE ARE MATCHING AUDIO AND TEXT",20-30 sec,<20 sec,14,Collapsed,Transcript preference toggle,Settings,,Edited Education Text -> Audio Transcript
Settings,15,App-only support,Reset and delete local data,"You can delete local records from this device, including My Plan items, exercise entries, Three Lines Journal entries, and sound favorites.",APP-SET-004,"You can delete local records from this device, including My Plan items, exercise entries, Three Lines Journal entries, and sound favorites.",30-45 sec,<20 sec,21,Collapsed,Reset controls,Settings,,Edited Education Text -> Audio Transcript
Settings,16,App-only support,Show the welcome again,"If you want to restart the orientation, you can reset the welcome prompt. This does not erase your learning or practice entries unless you also choose a local data reset.",APP-SET-005,"If you want to restart the orientation, you can reset the welcome prompt. This does not erase your learning or practice entries unless you also choose a local data reset.",20-30 sec,<20 sec,30,Collapsed,Welcome reset button,Settings,,Current Education Text -> Audio Transcript
Safety Information,17,App-only safety,If you feel unsafe,"If you feel unsafe or are in a mental health crisis, do not rely on this app. Seek immediate support through emergency services, crisis resources, or a qualified professional. Skills in this app can support coping, but they are not a crisis plan.",APP-SAFE-001,"If you feel unsafe or are in a mental health crisis, do not rely on this app. Seek immediate support through emergency services, crisis resources, or a qualified professional. Skills in this app can support coping, but they are not a crisis plan.",30-45 sec,<20 sec,43,Expanded,Safety screen,Safety Information,,Current Education Text -> Audio Transcript
