loop,queue_order,section_header,audio_segment_id,audio_label,audio_transcript,target_audio_length,estimated_audio_length,audio_word_count,playback_behavior,default_state,sync_source
First Launch + Library,2,Explore without pressure,APP-FL-002,Explore without pressure,"You do not have to complete the app in order. The suggested path begins with About Tinnitus and Sound Therapy, but the Library lets you move to the topic that matters most right now.",20-30 sec,<20 sec,34,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
First Launch + Library,3,How the Library is organized,APP-LIB-001,How the Library is organized,"The Library is the main table of contents. Each loop topic a fuller learning section, audio read-aloud segments, visuals where they help, and practice tools that can be saved to My Plan.",20-30 sec,<20 sec,32,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Edited Education Text -> Audio Transcript
Audio Playback UX,4,Audio is part of the education,APP-AUDIO-001,Audio is part of the education,"The audio in this app is meant to read the learning sections aloud. It is not a separate audiobook and not a different summary. You can read, listen, or do both, and you should hear the same teaching either way.",30-45 sec,<20 sec,40,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Audio Playback UX,5,Manual next playback,APP-AUDIO-002,Manual next playback,"Each audio segment stops when it ends. To continue, tap the next button. This keeps you engaged and lets you skip or collapse sections you do not need right now.",20-30 sec,<20 sec,30,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Audio Playback UX,6,Transcripts stay available,APP-AUDIO-003,Transcripts stay available,WE DO NOT NEED AN AUDIO TRANSCRIPT IF WE ARE HAVING THE WRITTEN AUDIO MATCH THE TEXT OF THE SECTION,20-30 sec,<20 sec,20,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Edited Education Text -> Audio Transcript
My Plan,7,What My Plan is,APP-MP-001,What My Plan is,"My Plan collects the exercises, tools, statements, and short practices that feel useful to you. It is not a scorecard and it is not a treatment plan. It is a local place to keep the pieces you want to return to.",30-45 sec,<20 sec,41,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
My Plan,8,What belongs in My Plan,APP-MP-002,What belongs in My Plan,"Use My Plan for practice tools you want to repeat: a sound plan, a breathing exercise, a Yes AND statement, a thought-reframing exercise, or a communication script. Ordinary education cards do not need to be saved unless they become a practice tool for you.",30-45 sec,<20 sec,44,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
My Plan,9,Three Lines Journal,APP-MP-003,Three Lines Journal,"The Three Lines Journal keeps practice small, and can create a daily routine. ST stands for Sound Therapy, E stands for Emotional Regulation, and M stands for Mindfulness. A few words, a checkmark, or 'not today' can be enough.",30-45 sec,<20 sec,39,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Edited Education Text -> Audio Transcript
My Plan,10,"The point is reflection, not proof",APP-MP-004,"The point is reflection, not proof","Three Lines is not meant to become a black hole of journaling. If one line is blank, notice it without judgment. If the same line is blank for several days, that may show low-hanging fruit the next time we are looking for patterns in tinnitus.",30-45 sec,<20 sec,45,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Edited Education Text -> Audio Transcript
My Plan,11,Past entries and exercise records,APP-MP-005,Past entries and exercise records,"When you save journal entries or exercise responses, they stay on this device so you can look back later. Reviewing old entries can help you notice patterns, repeated tools, and areas that may need more attention.",30-45 sec,<20 sec,36,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Settings,12,About this app,APP-SET-001,About this app,"This app is educational and informational. It can help you learn about tinnitus management and practice self-guided skills, but it is not medical advice, therapy, treatment, crisis care, or a replacement for professional support.",30-45 sec,<20 sec,34,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Settings,13,Local-only privacy,APP-SET-002,Local-only privacy,"Your preferences, exercise entries, journal entries, My Plan items, sound favorites, and settings are meant to stay on this device. The app does not require an account and does not automatically send your information anywhere.",30-45 sec,<20 sec,35,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Settings,14,Transcript and audio preferences,APP-SET-003,Transcript and audio preferences,"AGAIN, WE NEED TO RECONSIDER THIS NOW THAT WE ARE MATCHING AUDIO AND TEXT",20-30 sec,<20 sec,14,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Edited Education Text -> Audio Transcript
Settings,15,Reset and delete local data,APP-SET-004,Reset and delete local data,"You can delete local records from this device, including My Plan items, exercise entries, Three Lines Journal entries, and sound favorites.",30-45 sec,<20 sec,21,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Edited Education Text -> Audio Transcript
Settings,16,Show the welcome again,APP-SET-005,Show the welcome again,"If you want to restart the orientation, you can reset the welcome prompt. This does not erase your learning or practice entries unless you also choose a local data reset.",20-30 sec,<20 sec,30,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Safety Information,17,If you feel unsafe,APP-SAFE-001,If you feel unsafe,"If you feel unsafe or are in a mental health crisis, do not rely on this app. Seek immediate support through emergency services, crisis resources, or a qualified professional. Skills in this app can support coping, but they are not a crisis plan.",30-45 sec,<20 sec,43,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Safety Information,18,When hearing care matters,APP-SAFE-002,When hearing care matters,"Tinnitus can occur alongside hearing loss, sound sensitivity, ear symptoms, or other medical concerns. Sudden hearing changes, pulsatile tinnitus, one-sided tinnitus, new neurological symptoms, or significant distress deserve appropriate evaluation through audiology, ENT, primary care, urgent care, or emergency care when needed.",45-60 sec,<20 sec,42,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Safety Information,19,Sleep and medical concerns,APP-SAFE-003,Sleep and medical concerns,"This app provides sleep education, not sleep treatment. Persistent or severe sleep problems, suspected sleep apnea, or other medical sleep concerns should be discussed with a qualified clinician.",20-30 sec,<20 sec,28,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Safety Information,20,Sound sensitivity safety,APP-SAFE-004,Sound sensitivity safety,"Sound sensitivity should be approached with comfortable, controlled sound. Do not push into painful sound. If sound sensitivity is severe, worsening, or affecting daily life, professional guidance can help you decide how to proceed safely.",30-45 sec,<20 sec,35,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sound Therapy Annex,21,A place to try sounds,APP-STANNEX-001,A place to try sounds,The Sound Therapy Annex is a practical place to explore simple sound categories. It is not meant to be a complete sound therapy app. It gives you a starting point while the Sound Therapy section explains how and why to use sound.,30-45 sec,<20 sec,42,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sound Therapy Annex,22,Six starter sounds,APP-STANNEX-002,Six starter sounds,"The starter set includes steady noise, softer broadband noise, rain, running water, fan-like sound, and crickets. These are examples, not prescriptions. The best sound is the one you can use comfortably over time.",30-45 sec,<20 sec,33,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sound Therapy Annex,23,Saving favorite sounds,APP-STANNEX-003,Saving favorite sounds,"If a sound feels useful, you can favorite it so it is easier to find again. Favorite sounds stay local to your device and can be changed or removed later.",20-30 sec,<20 sec,30,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sound Therapy Annex,24,Safe sound use,APP-STANNEX-004,Safe sound use,"Keep sound comfortable. Start low, adjust gradually, and avoid pushing into painful or overwhelming volume. Sound therapy should support your day, not become another source of strain.",20-30 sec,<20 sec,27,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Mindfulness Annex,25,A place to practice,APP-MFANNEX-001,A place to practice,"The Mindfulness Annex is a practice area. It gathers short exercises like breathing, 3-2-1 senses, mindful listening, and sound shifting so you can practice without searching through the full learning section.",30-45 sec,<20 sec,31,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Mindfulness Annex,26,"Practice, do not perfect",APP-MFANNEX-002,"Practice, do not perfect","These practices are not tests. If one feels too hard, shorten it, add comfortable sound, or switch to a grounding tool. Mindfulness should help you build flexibility, not force you into silence.",30-45 sec,<20 sec,32,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Mindfulness Annex,27,Use the tool that fits the moment,APP-MFANNEX-003,Use the tool that fits the moment,Some moments call for one breath. Some call for the breathing pacer. Some call for sound shifting or a full written reflection. The goal is to choose a practice that matches the moment instead of forcing one perfect method.,30-45 sec,<20 sec,39,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Local Data / Privacy,28,What the app saves,APP-DATA-001,What the app saves,"The app can save your local exercise entries, journal entries, My Plan items, sound favorites, transcript preferences, and welcome choice. These records are meant to help you return to what was useful.",30-45 sec,<20 sec,32,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Local Data / Privacy,29,What the app does not save,APP-DATA-002,What the app does not save,"The app will not ask you to enter crisis details, medical diagnoses, or private clinical records. It is designed for self-guided learning and local practice, not remote monitoring.",20-30 sec,<20 sec,28,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Edited Education Text -> Audio Transcript
Implementation / Rebuild,30,Applying the workbook-to-app rewrite,APP-IMPL-001,Applying the workbook-to-app rewrite,NOTE NEEDED,n/a,<20 sec,2,Manual next; stop at end. Autoplay optional in settings and default off.,Internal,Edited Education Text -> Audio Transcript
